Date,Minimum Temperature,Mean Temperature,Maximum Temperature,Mean Sea Level Pressure,Mean Dew Point,Total Precipitation,Visibility,Snow Depth,Mean Wind Speed,Maximum Sustained Wind Speed,Maximum Wind Gust
2021-02-11,8.6,11.8,15.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-12,-1.3,4.1,12.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-13,-1.3,2.1,9.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-14,-4.0,1.9,6.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-15,-11.2,-7.0,-0.8,No data.,No data.,0.06,No data.,No data.,No data.,No data.,No data.
2021-02-16,-24.2,-8.0,10.6,No data.,No data.,0.07,No data.,No data.,No data.,No data.,No data.
2021-02-17,0.0,9.9,23.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-18,2.1,15.5,28.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-19,7.9,22.4,40.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-20,22.3,33.2,53.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-21,32.9,38.1,48.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-22,27.7,40.6,64.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-23,30.7,50.8,73.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-24,34.5,44.3,69.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-25,18.7,30.9,47.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-26,22.3,36.0,56.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-27,28.0,44.4,66.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-02-28,31.5,48.0,64.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-03-01,18.3,34.2,55.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-03-02,25.2,43.2,65.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-03-03,33.1,52.0,73.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-03-04,27.9,51.8,72.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-03-05,41.2,52.7,67.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-03-06,38.1,50.8,69.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-03-07,41.4,54.1,68.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2021-03-08,55.6,57.7,65.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
